X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X123	X124	X125	X126	X127	X128
0.556445	0.776214	1.015578	1.146009	1.18906	1.108778	0.900939	0.687009	0.489561	0.335742	0.264134	0.222563	0.17945	0.171552	0.168278	0.169562	0.182315	0.20603	0.24126	0.337171	0.447668	0.608578	0.801153	0.99415	1.112445	1.235549	1.217044	0.948707	0.652536	0.566197	0.664452	0.973291	1.228048	1.186351	1.054363	0.902423	0.716641	0.497975	0.360591	0.277488	0.221916	0.189013	0.185821	0.178051	0.186127	0.057438	0.184471	0.19408	0.235017	0.265995	0.363879	0.503637	0.661619	0.782979	0.989976	1.23968	1.286295	1.038712	0.778235	0.739156	0.857887	1.168633	1.332204	1.121749	0.859742	0.653045	0.481905	0.331865	0.250297	0.22191	0.217412	0.206225	0.204324	0.225561	0.210018	0.237511	0.23501	0.22552	0.269105	0.247035	0.267819	0.349484	0.441632	0.565564	0.870948	1.179115	1.238766	1.048838	0.872791	0.835124	0.903606	1.070587	1.115744	0.892273	0.606526	0.411555	0.281372	0.199364	0.170411	0.180155	0.182984	0.171012	0.19945	0.18464	0.174704	0.183717	0.173632	0.185089	0.182249	0.171672	0.186903	0.22567	0.296943	0.428028	0.731477	1.057086	1.158145	1.111371	1.116193	1.12484	1.046955	1.01437	0.951828	0.704168	0.431886	0.258782	0.185262	0.163154
0.639073	0.906382	1.13895	1.126759	0.974182	0.835031	0.674489	0.480391	0.33088	0.250729	0.208855	0.187203	0.183379	0.170401	0.16248	0.169386	0.172458	0.174515	0.201859	0.236324	0.281824	0.381882	0.51458	0.660281	0.857021	1.15872	1.287185	1.088674	0.823176	0.75303	0.826435	1.095865	1.259052	1.115769	0.802939	0.60217	0.447752	0.314142	0.233923	0.220849	0.20039	0.185347	0.197007	0.207894	0.191449	0.215048	0.202473	0.194034	0.225791	0.214631	0.163649	0.293501	0.39302	0.529297	0.777905	1.126265	1.2828	1.149805	0.975877	0.964801	1.019587	1.223507	1.271683	1.022939	0.664294	0.428191	0.286002	0.208593	0.181002	0.194585	0.206416	0.200947	0.209712	0.205753	0.213235	0.228358	0.238667	0.231119	0.244652	0.22578	0.21819	0.234031	0.284153	0.439815	0.718159	0.998369	1.090786	1.053825	1.107565	1.122607	1.012453	0.98079	0.948469	0.744337	0.476719	0.268462	0.194198	0.164345	0.16179	0.158032	0.192494	0.167527	0.190414	0.188576	0.164729	0.172436	0.173343	0.169789	0.177904	0.182334	0.194997	0.204128	0.217814	0.346434	0.581674	0.826899	0.94211	1.107108	1.362177	1.390887	1.09741	0.844741	0.72997	0.544875	0.325934	0.139243	0.182386	0.193161
0.837778	0.995946	1.184252	1.076427	0.788181	0.568912	0.415513	0.284842	0.2132	0.199079	0.197379	0.192388	0.201726	0.195978	0.179412	0.188153	0.185983	0.188526	0.202502	0.193047	0.186512	0.222149	0.289686	0.436944	0.698207	1.032499	1.234168	1.131425	0.981585	0.9793	0.981689	1.103106	1.166742	0.96424	0.663117	0.402074	0.271531	0.202593	0.186058	0.198917	0.200917	0.183961	0.191606	0.195925	0.176609	0.197021	0.191528	0.187395	0.201971	0.18614	0.187721	0.21864	0.27163	0.384746	0.637407	0.927172	1.095082	1.096877	1.148954	1.261761	1.170288	1.095549	1.042678	0.853384	0.560671	0.317699	0.221263	0.199937	0.190884	0.186429	0.19507	0.179059	0.193375	0.203789	0.185421	0.20916	0.207138	0.217556	0.218439	0.216538	0.235193	0.230739	0.236708	0.333447	0.572569	0.792425	0.897276	1.0757	1.340774	1.330335	1.101716	0.840384	0.75755	0.60001	0.355251	0.20679	0.165951	0.175018	0.168724	0.185997	0.184757	0.179821	0.188723	0.182804	0.180018	0.171343	0.163921	0.172262	0.175424	0.190005	0.198868	0.222064	0.199576	0.26644	0.439961	0.640195	0.77872	1.078928	1.523235	1.571605	1.171339	0.749956	0.565948	0.409443	0.237206	0.158981	0.190627	0.214262
1.02183	1.041252	1.073248	0.935904	0.645653	0.412202	0.275246	0.196819	0.170686	0.189478	0.189241	0.183574	0.189921	0.174677	0.160795	0.176255	0.175995	0.174645	0.174719	0.173678	0.170036	0.188399	0.21317	0.305736	0.553911	0.838116	1.008364	1.050204	1.158	1.26671	1.165307	1.011687	0.949546	0.803156	0.523963	0.28796	0.224792	0.20217	0.202143	0.200896	0.194796	0.186556	0.179251	0.180013	0.176986	0.186472	0.179362	0.171776	0.193894	0.185933	0.198794	0.210381	0.231891	0.289566	0.493332	0.752854	0.871572	1.065225	1.385229	1.556854	1.295784	1.004924	0.851248	0.666292	0.415906	0.236992	0.204215	0.225448	0.203911	0.202283	0.195399	0.199268	0.19987	0.196404	0.194121	0.207262	0.207317	0.215617	0.222493	0.227424	0.248139	0.243781	0.218741	0.263794	0.428066	0.623468	0.767838	1.047258	1.468876	1.573275	1.171128	0.763481	0.581541	0.431503	0.271156	0.173906	0.157696	0.186265	0.168776	0.181107	0.193101	0.202796	0.180369	0.203686	0.208422	0.197877	0.192245	0.181632	0.181207	0.187707	0.204923	0.193809	0.199939	0.235847	0.359126	0.488533	0.653792	1.016887	1.557024	1.647503	1.167524	0.678128	0.434473	0.324967	0.224716	0.184549	0.194036	0.217954
1.240266	0.994648	0.878652	0.780068	0.547858	0.300483	0.212199	0.197529	0.189781	0.183681	0.190135	0.187153	0.185756	0.087761	0.158988	0.167437	0.168305	0.169061	0.164511	0.159164	0.184514	0.182631	0.173787	0.228287	0.407305	0.645032	0.804049	0.980677	1.299031	1.54409	1.316178	0.962058	0.753541	0.604823	0.384105	0.217898	0.208295	0.21253	0.221304	0.220407	0.202822	0.198067	0.194404	0.195521	0.205501	0.192056	0.183779	0.187747	0.17344	0.184393	0.212875	0.206414	0.210889	0.238673	0.38169	0.564322	0.735099	1.002867	1.451815	1.652149	1.333416	0.927115	0.695863	0.500117	0.319198	0.208801	0.187647	0.216106	0.210884	0.219684	0.211764	0.211908	0.218504	0.221604	0.225331	0.225914	0.223412	0.224987	0.223778	0.23267	0.24073	0.229952	0.230833	0.265416	0.362543	0.47112	0.641822	0.959512	1.489126	1.63418	1.197562	0.684676	0.451493	0.34891	0.246177	0.183207	0.159383	0.185088	0.192044	0.202245	0.225138	0.228815	0.23892	0.228031	0.228793	0.228867	0.220553	0.199294	0.19701	0.199003	0.201825	0.206132	0.217889	0.258933	0.315123	0.379942	0.544477	0.975183	1.606888	1.712406	1.194677	0.595268	0.333391	0.265824	0.237359	0.208503	0.2138	0.234375
1.401222	0.999455	0.728049	0.59247	0.391128	0.229328	0.184219	0.217685	0.205039	0.203271	0.206997	0.206152	0.199688	0.199963	0.188514	0.181603	0.186068	0.171245	0.176653	0.164247	0.18628	0.190723	0.176108	0.204009	0.319072	0.505077	0.654188	0.901363	1.349972	1.641201	1.378547	0.905247	0.633756	0.466607	0.315957	0.206383	0.193086	0.220156	0.222543	0.229233	0.23214	0.227827	0.223738	0.225948	0.226934	0.226839	0.208105	0.198013	0.19346	0.203927	0.20373	0.199409	0.214507	0.233937	0.331875	0.445777	0.59427	0.936995	1.497521	1.737307	1.402278	0.856502	0.540768	0.404709	0.2845	0.236553	0.212825	0.22443	0.232798	0.244458	0.235608	0.238745	0.249992	0.248646	0.250395	0.25547	0.252887	0.249898	0.231248	0.241672	0.216817	0.231424	0.238701	0.281434	0.334428	0.37239	0.513716	0.945662	1.565881	1.756464	1.241949	0.632319	0.338293	0.268607	0.242382	0.170775	0.209771	0.207868	0.230156	0.23746	0.227272	0.233432	0.226488	0.224327	0.223263	0.219216	0.219831	0.214281	0.209464	0.22397	0.218887	0.223297	0.230653	0.260287	0.265135	0.314527	0.479128	0.954102	1.594254	1.747292	1.183809	0.572433	0.276741	0.218155	0.228557	0.227421	0.23738	0.256313
1.467362	0.955556	0.614605	0.453469	0.325593	0.221579	0.197677	0.195429	0.214987	0.217578	0.230473	0.232879	0.230414	0.219795	0.216813	0.213508	0.214801	0.202967	0.196805	0.183464	0.189995	0.188298	0.189685	0.220687	0.276658	0.394972	0.53067	0.838424	1.403755	1.736918	1.450799	0.851755	0.512794	0.364209	0.274702	0.217621	0.211284	0.216194	0.2427	0.251038	0.252266	0.252645	0.238126	0.22121	0.225598	0.226187	0.225902	0.222676	0.21207	0.218305	0.222711	0.226777	0.233199	0.261771	0.307117	0.342733	0.456647	0.890241	1.478909	1.83903	1.435848	0.782396	0.422986	0.311066	0.277452	0.255979	0.246056	0.250137	0.261268	0.270332	0.251653	0.248748	0.241774	0.234405	0.224473	0.242912	0.266447	0.268642	0.252377	0.274689	0.280072	0.275257	0.270674	0.291297	0.289246	0.320086	0.470222	0.937041	1.585081	1.759223	1.252248	0.613046	0.293322	0.227211	0.226032	0.236195	0.225186	0.239956	0.256461	0.271518	0.253212	0.240422	0.214604	0.190449	0.192611	0.205981	0.221323	0.239893	0.25242	0.256628	0.254825	0.231087	0.24939	0.264651	0.258443	0.270931	0.462079	0.941959	1.568617	1.71092	1.190554	0.574216	0.231681	0.186083	0.220095	0.254098	0.25014	0.255686
1.555176	0.937181	0.504353	0.350345	0.292539	0.237659	0.218807	0.215209	0.245287	0.252515	0.240422	0.253342	0.241828	0.224548	0.226216	0.222594	0.229878	0.239432	0.218878	0.218621	0.213667	0.207375	0.215245	0.229553	0.277068	0.321721	0.422187	0.765019	1.412478	1.81325	1.46842	0.810395	0.410742	0.280969	0.239968	0.233637	0.225012	0.234948	0.266038	0.286724	0.262643	0.257711	0.226609	0.217109	0.214	0.218241	0.225622	0.236362	0.234807	0.240442	0.245186	0.238309	0.24701	0.262533	0.267957	0.302936	0.434789	0.855444	1.498778	1.793766	1.395702	0.745672	0.379082	0.264187	0.240441	0.26828	0.25344	0.278198	0.298676	0.301999	0.268866	0.251118	0.21792	0.207811	0.192616	0.213197	0.257213	0.270298	0.284946	0.314569	0.312819	0.277766	0.28974	0.320251	0.282777	0.264051	0.453939	0.924626	1.582825	1.76737	1.267282	0.603919	0.259634	0.199217	0.216543	0.249016	0.241706	0.25003	0.279746	0.276855	0.254198	0.224664	0.178677	0.157513	0.156725	0.160384	0.200699	0.226297	0.260151	0.281404	0.282644	0.25547	0.282112	0.301414	0.262787	0.24451	0.408188	0.925497	1.604855	1.77055	1.225364	0.538766	0.215518	0.177953	0.236738	0.27475	0.265714	0.280127
1.576529	0.915217	0.428032	0.265895	0.234504	0.250647	0.236211	0.24502	0.275813	0.296797	0.269447	0.27022	0.241199	0.222436	0.213559	0.216852	0.239696	0.244041	0.246041	0.256649	0.253444	0.232026	0.230444	0.245496	0.246659	0.262533	0.373871	0.751918	1.363969	1.736391	1.4372	0.787158	0.379545	0.238061	0.22202	0.239639	0.234571	0.250894	0.289615	0.309038	0.287913	0.249169	0.214047	0.184392	0.179568	0.17276	0.209278	0.229847	0.25068	0.280989	0.276747	0.268672	0.283541	0.28515	0.270433	0.26641	0.384787	0.805361	1.486182	1.778228	1.390777	0.712274	0.321983	0.227583	0.256344	0.296441	0.292559	0.300673	0.317506	0.318533	0.264906	0.2253	0.183785	0.1594	0.164058	0.183334	0.203633	0.254672	0.306817	0.332	0.348994	0.312541	0.325235	0.341991	0.296155	0.265526	0.419564	0.915688	1.607234	1.804923	1.30855	0.583256	0.241358	0.179726	0.238898	0.273561	0.258664	0.276399	0.30966	0.299764	0.230334	0.198457	0.163045	0.141805	0.150973	0.156154	0.183618	0.220164	0.276518	0.316607	0.319259	0.280531	0.29916	0.308388	0.26853	0.232929	0.405061	0.906088	1.563297	1.71376	1.206485	0.557716	0.219948	0.173738	0.22018	0.259063	0.26482	0.282915
1.542123	0.896226	0.421691	0.237894	0.21773	0.243192	0.238013	0.254813	0.299261	0.319492	0.296323	0.2554	0.238358	0.180969	0.167709	0.182563	0.211661	0.247819	0.272619	0.288273	0.297572	0.270526	0.273342	0.281859	0.253574	0.240893	0.335005	0.711196	1.346555	1.767601	1.479659	0.793896	0.334056	0.213961	0.244227	0.259506	0.255979	0.256886	0.296979	0.314684	0.268796	0.221746	0.18956	0.145959	0.155931	0.164045	0.190636	0.23186	0.260805	0.299326	0.297786	0.270591	0.295078	0.310709	0.286157	0.253924	0.354183	0.7698	1.461178	1.787624	1.380984	0.698477	0.31031	0.222056	0.251557	0.292428	0.30061	0.304755	0.328192	0.323262	0.256434	0.213851	0.172968	0.155351	0.168499	0.164123	0.212074	0.277331	0.330732	0.364671	0.366102	0.327757	0.331667	0.331577	0.27977	0.26966	0.429846	0.920042	1.555122	1.771808	1.277118	0.620608	0.259342	0.197341	0.233055	0.263656	0.270131	0.289055	0.316077	0.308728	0.256664	0.206495	0.172607	0.156519	0.153302	0.154319	0.197049	0.240909	0.298929	0.324646	0.340306	0.297648	0.304993	0.304651	0.260953	0.238689	0.411786	0.90777	1.561836	1.738028	1.222574	0.562074	0.234496	0.185346	0.231355	0.275817	0.276259	0.295662
